# Chromatin Architecture Emerges during Zygotic Genome Activation Independent of Transcription
# Clemens B Hug, Alexis G Grimaldi, Kai Kruse, Juan M Vaquerizas
# http://dx.doi.org/10.1016/j.cell.2017.03.024
#
# List of consensus boundary calls for Drosophila melanogaster embryos at nuclear cycle 12, 13, 14 and at 3-4hpf
# NA denotes boundaries not called or called with a score <0.5 at this stage
#
chrom	start	end	c12	c13	c14	3-4h
3L	9900000	9905000	NA	NA	NA	0.527891211763
3L	10217500	10222500	NA	NA	0.582772664675	1.86353441487
3L	10325000	10330000	NA	NA	NA	1.14101625194
3L	10655000	10660000	NA	0.861180916299	1.72887498112	2.19693517572
3L	10675000	10680000	NA	NA	NA	2.19693517572
3L	10875000	10880000	NA	NA	NA	1.85171883771
3L	11065000	11070000	0.970617951213	1.15680595114	1.21628935629	1.79471650845
3L	11212500	11217500	NA	NA	1.48525645859	1.89093929407
3L	11415000	11420000	NA	NA	NA	0.938752715302
3L	11505000	11510000	NA	NA	NA	1.10806123548
3L	11687500	11692500	0.702261605452	1.66152293509	1.98451355194	1.30884919332
3L	11820000	11825000	NA	0.756212626641	1.49332463429	1.79078379817
3L	11920000	11925000	NA	0.849305685817	1.4782837725	1.20914894832
3L	12000000	12005000	NA	NA	0.508501737237	0.647610278488
3L	12070000	12075000	NA	NA	NA	0.861481193731
3L	12127500	12132500	NA	NA	0.923422502176	1.64881321665
3L	12267500	12272500	NA	NA	0.861584243645	1.49184908561
3L	12400000	12405000	NA	0.903322883716	1.38611223852	2.29154716629
3L	12512500	12517500	NA	NA	1.03918115422	2.17958118628
3L	12635000	12640000	NA	NA	NA	1.2324217127
3L	12732500	12737500	0.502505647525	0.799332687571	1.16336299737	2.1332065327
3L	12810000	12815000	NA	NA	0.844726197032	1.02343537402
3L	12855000	12860000	NA	NA	0.693411829771	0.90734026182
3L	13022500	13027500	0.749229641166	0.726723113155	1.20792947584	3.15459421341
3L	13117500	13122500	NA	NA	0.506450617078	1.24910912683
3L	13217500	13222500	NA	NA	0.679101109366	1.05560534325
3L	13292500	13297500	NA	NA	0.616667385116	0.840071308691
3L	13382500	13387500	0.754819255379	1.19992120776	1.78622935488	2.11900256446
3L	13487500	13492500	0.613601758147	0.941902115929	1.34553695839	1.65345235791
3L	13665000	13670000	NA	0.617871770871	NA	NA
3L	13687500	13692500	NA	NA	0.851500931343	0.709883291676
3L	13917500	13922500	NA	NA	0.715196328853	0.889283574077
3L	14045000	14050000	NA	NA	NA	0.889645090659
3L	14192500	14197500	0.798008017053	1.36420530958	1.97968154055	2.84128799427
3L	14407500	14412500	0.534902168023	0.762597533579	0.836904135291	1.0602807283
3L	14545000	14550000	NA	NA	NA	1.27201986894
3L	14625000	14630000	NA	0.679793984293	1.09635880018	1.03958099837
3L	14775000	14780000	0.501590656467	0.959864523212	1.38963131353	1.93019700978
3L	14940000	14945000	NA	NA	NA	1.05090506061
3L	14955000	14960000	0.820943686798	1.08083826451	1.17818475992	NA
3L	14985000	14990000	NA	NA	NA	0.6590713043
3L	15140000	15145000	NA	NA	0.934821433226	1.58452181157
3L	15257500	15262500	NA	NA	0.860342611547	1.34522416677
3L	15342500	15347500	NA	NA	0.509406835778	1.10593721117
3L	15502500	15507500	0.503137176057	1.13784588684	1.74130989501	1.88674745373
3L	15600000	15605000	NA	0.665911396694	1.17588644382	1.18641659425
3L	15710000	15715000	NA	NA	NA	0.794326200959
3L	15825000	15830000	NA	0.930373461048	2.17483915824	3.12387284713
3L	15960000	15965000	NA	0.531885817619	0.595871078894	NA
3L	16017500	16022500	0.509994327763	1.07941517007	1.02121149109	1.11686669688
3L	16127500	16132500	1.62526299538	1.9248324226	2.38664271322	2.47495420453
3L	16230000	16235000	NA	0.577325283454	0.770008919102	0.930050922193
3L	16400000	16405000	0.510297535717	1.3374092303	1.8993352752	1.58369576429
3L	16480000	16485000	NA	0.596657857578	1.21460200294	1.39706810008
3L	16565000	16570000	1.17326058706	1.65975347954	2.36493590665	2.52675785814
3L	16640000	16645000	NA	0.570407458822	0.556060325304	0.614716625301
3L	16730000	16735000	NA	NA	NA	0.536726802049
3L	16770000	16775000	0.862280201707	1.73667893185	2.1148894385	1.46363892068
3L	16860000	16865000	NA	0.764923591564	1.23198015653	2.16074735994
3L	17030000	17035000	NA	NA	0.567885409199	1.53101638947
3L	17232500	17237500	NA	NA	0.607755479734	0.725148119602
3L	17340000	17345000	NA	0.643866955127	0.971962057976	1.54376310721
3L	17420000	17425000	NA	0.614223033917	1.01948623013	1.05906038133
3L	17552500	17557500	0.573902234377	0.865024111055	1.36080392099	0.945421148209
3L	17650000	17655000	NA	1.18533091008	1.99551546565	1.83395437165
3L	17980000	17985000	NA	NA	0.669188181375	0.789869253456
3L	18100000	18105000	NA	NA	NA	1.04746561651
3L	18120000	18125000	0.553159215902	0.850567414993	0.928211513128	NA
3L	18160000	18165000	NA	NA	0.519160496518	1.2975382415
3L	18245000	18250000	NA	NA	NA	0.903669283902
3L	18450000	18455000	NA	NA	0.572646976968	1.04132345956
3L	18607500	18612500	0.593242869722	0.810479694454	0.64242200487	1.52044672271
3L	18675000	18680000	NA	NA	NA	0.973948555878
3L	18840000	18845000	NA	0.612320211872	0.841592775449	0.928096352349
3L	18885000	18890000	NA	NA	0.93286780045	NA
3L	19010000	19015000	NA	NA	0.977266274664	1.65377509909
3L	19070000	19075000	NA	0.64189542309	0.571039941794	NA
3L	19145000	19150000	NA	NA	NA	1.04431217553
3L	19275000	19280000	NA	NA	0.793749546149	1.08743408793
3L	19560000	19565000	1.07967109008	1.32698677888	1.4554760004	0.989867038071
3L	19912500	19917500	0.805490289303	1.49840450197	2.18148973331	2.43610159292
3L	20000000	20005000	NA	0.586632873101	0.816173425318	1.16563530765
3L	20095000	20100000	NA	NA	NA	0.606522118878
3L	20275000	20280000	0.629408457179	NA	NA	NA
3L	20305000	20310000	NA	NA	NA	0.506656828323
3L	20392500	20397500	NA	0.993114156223	0.995630380977	NA
3L	20515000	20520000	0.690137525023	0.903634565301	1.39385585204	1.52592522144
3L	20607500	20612500	NA	NA	0.701327440973	1.60893534463
3L	20700000	20705000	NA	0.900701469985	1.42954161364	2.1743856421
3L	20790000	20795000	0.723339575221	0.910712230869	1.31449008888	1.94085969904
3L	20905000	20910000	NA	NA	NA	0.637677415687
3L	21050000	21055000	0.73322240654	0.824699151541	1.37317342347	1.52386968974
3L	21135000	21140000	NA	0.80489911302	1.17207312902	0.739524656693
3L	21282500	21287500	NA	NA	0.567954870262	0.769256991018
3L	21325000	21330000	NA	NA	NA	0.887246751432
3L	21435000	21440000	NA	NA	NA	1.20029881608
3L	21480000	21485000	0.861845369141	0.976830307532	NA	0.855903354694
3L	21630000	21635000	NA	NA	NA	1.35183687741
3L	21720000	21725000	NA	NA	NA	0.565694242883
3L	21825000	21830000	NA	NA	0.896694563026	2.00789374962
3L	21945000	21950000	NA	NA	NA	0.818451763746
3L	22065000	22070000	NA	NA	0.715320965931	1.21459280742
3L	22267500	22272500	NA	NA	1.0899887251	1.02734721575
3L	22395000	22400000	NA	NA	1.08383942172	0.586285918034
3L	22715000	22720000	NA	0.502610735523	1.18001502872	1.96778843849
3L	22865000	22870000	NA	0.660831365667	1.12064246088	1.76466573287
3L	23275000	23280000	NA	NA	NA	0.597945047669
3R	4077500	4082500	0.772324823251	1.11092483043	NA	NA
3R	4170000	4175000	2.68998516919	2.51055822534	2.58247055669	1.72766282306
3R	4325000	4330000	NA	0.796675009637	1.07349304866	1.44614426085
3R	4390000	4395000	NA	NA	NA	0.649016493107
3R	4475000	4480000	NA	0.52088745756	0.846010187178	1.41041116559
3R	4645000	4650000	NA	1.13170804238	1.39247571038	2.04315511288
3R	4800000	4805000	NA	NA	NA	1.2565832213
3R	4835000	4840000	NA	0.713738886478	0.779180549705	NA
3R	4955000	4960000	NA	0.952048639119	1.47184904207	2.1254433554
3R	5120000	5125000	NA	1.048708489	1.26376604066	1.6162292398
3R	5215000	5220000	NA	0.895942564274	1.24065020246	1.32602927296
3R	5365000	5370000	NA	0.537699463413	0.781174341524	1.33571740554
3R	5465000	5470000	NA	NA	0.555076690025	1.45631530193
3R	5665000	5670000	NA	0.673895440077	1.44049917209	1.01846148457
3R	5750000	5755000	NA	NA	0.554761605338	0.989995606261
3R	5855000	5860000	NA	NA	NA	0.515794772396
3R	5985000	5990000	NA	NA	NA	0.548559178264
3R	6140000	6145000	NA	NA	NA	0.531237592169
3R	6337500	6342500	0.610872780097	0.663426358393	0.693625095327	1.13450854767
3R	6420000	6425000	NA	0.53558725713	NA	NA
3R	6450000	6455000	NA	NA	NA	0.804087361421
3R	6650000	6655000	NA	0.521436123428	1.20651725727	2.0220426716
3R	6755000	6760000	NA	0.881906408272	1.19790576798	0.800787136183
3R	6815000	6820000	NA	0.996085950377	1.66925845046	1.50321793996
3R	6905000	6910000	NA	1.14359986692	1.75412167542	2.16742628623
3R	6972500	6977500	NA	NA	0.682618614792	1.38452773887
3R	7085000	7090000	NA	0.863119149907	1.44443183892	2.09576808553
3R	7260000	7265000	NA	NA	NA	0.534497399628
3R	7540000	7545000	NA	NA	0.524011153709	NA
3R	7770000	7775000	NA	NA	NA	0.623348905476
3R	7890000	7895000	NA	0.68007279856	1.10286553996	1.94952700314
3R	7985000	7990000	NA	0.722042742725	0.91635852971	1.43857014717
3R	8115000	8120000	NA	0.629691242826	1.13906003975	1.82500399544
3R	8240000	8245000	NA	NA	0.565610808391	NA
3R	8302500	8307500	NA	0.557120263156	0.526457065383	NA
3R	8345000	8350000	NA	0.519877385046	0.918279294605	1.60925352168
3R	8455000	8460000	NA	NA	NA	0.684611151961
3R	8540000	8545000	NA	0.569902278891	0.749351711616	0.855266851692
3R	8660000	8665000	NA	0.933710020276	1.40590266812	2.18061810368
3R	8715000	8720000	NA	NA	NA	0.702009796874
3R	8817500	8822500	0.712528004378	1.62406907006	2.52375890033	2.4802613735
3R	9045000	9050000	0.524646498126	1.00779122737	1.80637338814	2.17555511191
3R	9230000	9235000	0.55237404775	0.974677979003	1.43656885521	2.02650280572
3R	9335000	9340000	NA	NA	NA	1.64096121163
3R	9400000	9405000	NA	0.623180638218	1.11745100007	1.49814199766
3R	9500000	9505000	NA	0.598420507517	1.36029964457	1.97812226968
3R	9567500	9572500	NA	0.504310999475	NA	1.19545207689
3R	9700000	9705000	NA	NA	NA	0.505074063356
3R	9790000	9795000	NA	NA	0.591081773074	0.811118594584
3R	9865000	9870000	NA	NA	NA	0.657123539798
3R	9975000	9980000	NA	NA	NA	1.071738186
3R	10045000	10050000	NA	NA	0.594827925696	1.06288488997
3R	10125000	10130000	NA	NA	0.904456060766	1.5170620763
3R	10265000	10270000	0.551484900215	NA	0.590843515936	0.52967689281
3R	10355000	10360000	NA	NA	0.699471494979	0.906718589805
3R	10582500	10587500	NA	NA	1.16987656809	1.33016752844
3R	10680000	10685000	NA	NA	1.07311953844	2.24512169542
3R	10765000	10770000	NA	NA	NA	1.14059728843
3R	10875000	10880000	0.757009026501	0.980996132245	1.40234815202	1.88023879791
3R	11207500	11212500	0.707217007015	1.25210355927	1.84276438503	2.5355468032
3R	11340000	11345000	0.730054082425	1.14773786164	0.707438120439	1.41498413413
3R	11425000	11430000	NA	NA	1.07324979565	1.58753336064
3R	11547500	11552500	NA	0.695827321457	0.820060540813	NA
3R	11617500	11622500	NA	NA	0.612638249229	0.679843789974
3R	11760000	11765000	NA	1.03304371232	1.63903418673	1.70238086705
3R	11875000	11880000	NA	NA	NA	0.657787329719
3R	11955000	11960000	NA	0.682040206257	1.24585041391	1.25621034951
3R	12010000	12015000	NA	NA	0.672244196662	1.36281543435
3R	12120000	12125000	NA	0.773223699518	0.788599297745	NA
3R	12215000	12220000	NA	NA	0.896332803377	1.7450191944
3R	12375000	12380000	NA	0.749821084809	1.05733331021	NA
3R	12405000	12410000	NA	NA	NA	0.617734094137
3R	12630000	12635000	1.00835425556	1.38352432125	1.93608918286	2.22377200011
3R	12712500	12717500	NA	NA	0.607761348066	1.07228972886
3R	12975000	12980000	NA	NA	0.847747948894	NA
3R	12990000	12995000	NA	0.553877064123	NA	1.01361478245
3R	13080000	13085000	0.732947164332	0.768174560277	1.42948643818	1.3387700146
3R	13260000	13265000	NA	NA	NA	0.697877833579
3R	13385000	13390000	NA	0.561774791347	0.818076230523	0.987420463387
3R	13645000	13650000	NA	0.922042210379	1.71696107066	1.74920669312
3R	13705000	13710000	NA	0.578129135597	NA	NA
3R	13785000	13790000	NA	NA	NA	0.504404823282
3R	13830000	13835000	NA	0.630087744366	0.805008048179	1.04239372005
3R	13957500	13962500	NA	NA	0.850823956583	1.78512121751
3R	14035000	14040000	NA	NA	0.88250811119	1.52088386451
3R	14105000	14110000	NA	NA	NA	0.523162074419
3R	14285000	14290000	0.55249721252	1.00948568639	1.58470909688	2.10665739091
3R	14500000	14505000	NA	NA	NA	0.869684428886
3R	14565000	14570000	NA	0.585260707646	NA	NA
3R	14645000	14650000	NA	NA	0.529779654972	0.77357477217
3R	14725000	14730000	NA	NA	1.08860071513	1.54246330239
3R	14810000	14815000	NA	0.940671564449	1.73377406202	0.925835336562
3R	14895000	14900000	NA	0.582878192348	1.48760278231	1.68157617928
3R	15070000	15075000	NA	NA	0.56385609255	NA
3R	15265000	15270000	NA	0.593302568683	0.976201534671	0.902201086523
3R	15355000	15360000	NA	NA	NA	0.624557804437
3R	15480000	15485000	NA	NA	NA	0.894993395918
3R	15565000	15570000	NA	0.541653613635	NA	0.596738158131
3R	15680000	15685000	NA	0.541653613635	1.35334159969	2.14296145699
3R	15790000	15795000	NA	0.82365206093	1.49965511692	1.97557581192
3R	15960000	15965000	0.564810297905	0.888805687328	1.22787795946	1.47922194778
3R	16045000	16050000	NA	NA	NA	0.849816150301
3R	16090000	16095000	NA	NA	0.513470822338	NA
3R	16195000	16200000	NA	NA	NA	0.958319544887
3R	16255000	16260000	NA	0.804408928107	0.931885228591	1.67637188504
3R	16340000	16345000	NA	NA	0.995035033885	1.69028802551
3R	16445000	16450000	NA	0.612398947014	1.4554627678	1.92698789857
3R	16635000	16640000	NA	0.757824936025	1.45037557496	2.79831951929
3R	16730000	16735000	NA	NA	NA	0.67394710451
3R	16970000	16975000	0.697650315324	0.913224886448	1.12405716085	1.87429226547
3R	17075000	17080000	1.03072716803	1.71606002439	2.05069412956	1.63669102007
3R	17380000	17385000	NA	0.800466481029	1.06548473572	0.885796562035
3R	17525000	17530000	NA	NA	NA	1.82125377773
3R	17615000	17620000	NA	NA	0.501458838017	1.19378695518
3R	17702500	17707500	NA	NA	1.38843685003	1.81207619898
3R	17805000	17810000	NA	1.05522486307	1.61014484819	1.98760321821
3R	17905000	17910000	NA	NA	NA	0.560633241081
3R	18010000	18015000	NA	NA	0.944977782191	1.63297823709
3R	18080000	18085000	1.0164774915	1.30342822576	NA	NA
3R	18170000	18175000	NA	NA	0.647088223708	1.30362586835
3R	18285000	18290000	NA	0.528148352723	1.02290345401	1.18197547653
3R	18405000	18410000	NA	0.738003591574	1.16463768225	1.51986250978
3R	18555000	18560000	NA	NA	0.511736238936	NA
3R	18655000	18660000	NA	NA	0.729317144059	1.08907505014
3R	18785000	18790000	NA	NA	0.632924277539	NA
3R	18905000	18910000	NA	NA	0.794362109598	0.888341366188
3R	18980000	18985000	NA	0.713429533522	1.24496417331	1.13677285466
3R	19090000	19095000	NA	NA	NA	0.703926035695
3R	19155000	19160000	NA	NA	0.529395595517	1.27725767202
3R	19220000	19225000	NA	NA	NA	0.760537281938
3R	19310000	19315000	NA	0.528894599	1.50624192621	2.44567854378
3R	19400000	19405000	NA	NA	NA	1.02985167242
3R	19490000	19495000	NA	NA	NA	0.607928152546
3R	19632500	19637500	NA	NA	0.605195898241	0.808806692538
3R	19770000	19775000	NA	NA	NA	0.953645008415
3R	19855000	19860000	NA	NA	NA	0.852732930385
3R	19925000	19930000	NA	NA	1.02523118343	1.23373076041
3R	20032500	20037500	NA	NA	0.900462799104	1.41370910735
3R	20245000	20250000	NA	NA	NA	0.629581760883
3R	20315000	20320000	NA	0.584510785077	0.601007113469	0.67597434307
3R	20545000	20550000	0.591918664412	1.12431287234	1.46898357803	1.68284721183
3R	20625000	20630000	NA	NA	NA	0.826137461234
3R	20735000	20740000	NA	NA	0.593145255494	0.875858697428
3R	20825000	20830000	NA	0.866546530767	1.48915303655	1.92615060402
3R	20945000	20950000	NA	0.670675462383	0.882564178622	1.00498390359
3R	21070000	21075000	NA	0.500708682946	0.825804410115	0.954071301831
3R	21200000	21205000	NA	NA	0.834378197583	1.238032812
3R	21290000	21295000	NA	NA	NA	0.620506621616
3R	21375000	21380000	0.639511808167	1.25463274869	2.02993826961	2.58177309779
3R	21492500	21497500	NA	NA	0.810288130519	1.10605550148
3R	21655000	21660000	0.538850149653	0.933725857225	1.25679926617	1.76806893788
3R	21770000	21775000	NA	NA	NA	0.598097961588
3R	21885000	21890000	0.513803268843	0.778357893758	1.09779611542	1.90063337027
3R	22025000	22030000	NA	0.578186368594	1.3249733639	2.1254319971
3R	22127500	22132500	NA	NA	0.562136054144	0.578124494471
3R	22195000	22200000	NA	NA	NA	0.511846648414
3R	22350000	22355000	0.87503982269	1.42378252053	2.07938562839	2.82271510102
3R	22465000	22470000	NA	NA	NA	0.597263957636
3R	22582500	22587500	NA	NA	0.780559478152	0.998649684016
3R	22675000	22680000	NA	NA	0.800541903757	NA
3R	22745000	22750000	NA	NA	NA	0.650676718218
3R	22785000	22790000	NA	0.581107736793	0.908808077241	NA
3R	22910000	22915000	NA	NA	0.607525478412	1.0513148341
3R	23130000	23135000	NA	0.876518703328	1.39547345722	2.17643239798
3R	23255000	23260000	NA	0.566916779502	0.565507034057	NA
3R	23350000	23355000	NA	0.672049298124	1.38989871161	2.35400676752
3R	23525000	23530000	NA	0.607029253984	0.770853899997	0.72212079802
3R	23670000	23675000	NA	NA	0.940060451392	1.0651880552
3R	23750000	23755000	NA	NA	NA	0.661921811676
3R	23802500	23807500	0.525625604149	0.627944273595	NA	NA
3R	23890000	23895000	0.748618032538	1.11298664245	1.24317373981	1.46638560453
3R	24045000	24050000	NA	0.523949795646	1.27394712478	1.67408389807
3R	24105000	24110000	NA	NA	0.758381954196	0.877962986533
3R	24230000	24235000	NA	NA	0.582990938804	NA
3R	24265000	24270000	NA	NA	NA	0.979414869891
3R	24300000	24305000	NA	NA	0.757873401699	NA
3R	24350000	24355000	NA	NA	NA	1.44289130168
3R	24517500	24522500	NA	NA	0.736500117695	0.919110167598
3R	24642500	24647500	NA	NA	0.717153145239	1.33705560332
3R	24740000	24745000	NA	NA	0.51758898461	NA
3R	24860000	24865000	NA	NA	0.566506591549	0.704059940577
3R	24925000	24930000	NA	NA	NA	1.07300263439
3R	25040000	25045000	NA	0.704145551464	1.40096176706	1.95100611821
3R	25195000	25200000	NA	NA	0.877939112455	0.965557477315
3R	25250000	25255000	NA	0.561705962959	1.07783966337	1.86016787457
3R	25345000	25350000	NA	NA	NA	0.608214531976
3R	25485000	25490000	NA	NA	0.932224273485	2.13403868921
3R	25595000	25600000	NA	NA	0.931130311224	1.35162118128
3R	25650000	25655000	0.523081211004	0.651182679509	0.739992127525	0.684748295459
3R	25880000	25885000	0.805352929619	1.15745520921	1.38728705229	1.03631070408
3R	25980000	25985000	NA	NA	0.66346545106	1.57856393896
3R	26045000	26050000	NA	0.736822391643	1.30221087122	1.9831460178
3R	26530000	26535000	NA	NA	NA	0.643336629601
3R	26865000	26870000	NA	0.980521263968	1.79413411402	2.59448205331
3R	26955000	26960000	0.513187918753	0.74148434831	1.35031046695	1.70365302388
3R	27102500	27107500	NA	NA	0.683590134972	0.935517302068
3R	27275000	27280000	0.519617571837	1.1960562145	1.5524511541	2.11255633696
3R	27550000	27555000	NA	NA	0.579338053958	0.926438462972
3R	27687500	27692500	NA	NA	0.509270448948	0.631267356488
3R	27920000	27925000	NA	NA	NA	0.984144845542
3R	27945000	27950000	0.683634230276	NA	NA	0.725745677102
3R	28115000	28120000	NA	NA	0.513915447921	NA
3R	28330000	28335000	0.526527689071	0.975263002324	1.36649635558	1.55554460086
3R	28532500	28537500	NA	NA	0.820131739938	1.57851183155
3R	28622500	28627500	NA	NA	0.90992474008	1.87479172231
3R	28810000	28815000	NA	NA	NA	1.2588630487
3R	28840000	28845000	0.747010280045	1.13114173	1.56097466296	NA
3R	28890000	28895000	NA	NA	NA	1.03471536989
3R	29040000	29045000	NA	0.692235921276	0.878931046152	1.3946216705
3R	29140000	29145000	NA	0.523309083316	0.926562990841	1.20765548896
3R	29225000	29230000	NA	0.646384496305	0.958716376982	2.09445862758
3R	29320000	29325000	0.549035938241	0.800387101442	1.43233472837	2.70282574358
3R	29485000	29490000	NA	0.815819180846	1.41392519563	2.50973314825
3R	29585000	29590000	NA	NA	0.737674476144	1.88945956722
3R	29730000	29735000	NA	NA	NA	0.852567852065
3R	29795000	29800000	NA	NA	NA	0.51859499635
3R	29860000	29865000	NA	NA	0.75750678898	1.13977435543
3R	30020000	30025000	NA	NA	NA	2.90600077437
3R	30025000	30030000	NA	NA	NA	2.90600077437
3R	30035000	30040000	0.859376545326	1.39926858733	2.16056903768	2.90600077437
3R	30260000	30265000	NA	NA	0.688149857737	0.650689126625
3R	30452500	30457500	0.648877491043	0.828202482837	0.982432777363	1.3247577923
3R	30557500	30562500	NA	0.584408996317	0.829411166715	NA
3R	30590000	30595000	NA	NA	NA	1.13635985713
3R	30790000	30795000	NA	NA	0.639860030254	1.3667876744
3R	30940000	30945000	NA	0.72126076678	0.999725388068	1.196638312
3R	31047500	31052500	NA	NA	0.841553891232	0.892443373648
3R	31200000	31205000	0.965995145619	1.29927253151	1.27620393459	1.4302989016
3R	31385000	31390000	NA	NA	0.555032758936	1.15292267909
3R	31440000	31445000	NA	0.547586011048	0.580230605267	0.839981286942
3R	31600000	31605000	NA	0.623997865483	1.14320814005	1.93609706007
3R	31740000	31745000	NA	0.737547710783	1.47512940368	1.7013876868
3R	31795000	31800000	NA	NA	NA	0.768631152491
3R	31925000	31930000	NA	NA	NA	0.785534479969
4	125000	130000	NA	NA	NA	0.583346408318
4	305000	310000	NA	NA	NA	0.575544583279
4	445000	450000	NA	0.584284333687	NA	0.529568687526
4	460000	465000	NA	0.584284333687	NA	NA
4	477500	482500	NA	0.584284333687	NA	0.961527607817
4	695000	700000	NA	NA	0.627394636497	1.20253317866
4	790000	795000	NA	NA	NA	0.673268407984
4	845000	850000	NA	NA	NA	1.20610414298
4	970000	975000	NA	NA	NA	1.03589174953
4	1110000	1115000	NA	NA	NA	0.85305263552
X	352500	357500	NA	NA	0.864786981631	0.88819060678
X	505000	510000	NA	0.810666917498	1.46686468137	1.99381927112
X	615000	620000	0.60212783958	0.780602286072	1.47479458608	1.64799551092
X	767500	772500	0.637896370473	0.823253776158	1.03656012879	1.39109730861
X	920000	925000	NA	NA	NA	0.876992313251
X	1025000	1030000	NA	NA	NA	0.932902840309
X	1225000	1230000	NA	NA	1.02259007575	1.56516115258
X	1375000	1380000	NA	NA	NA	1.14936025067
X	1475000	1480000	NA	0.745063555269	1.32237663312	1.62618246448
X	1660000	1665000	NA	NA	0.804657693828	1.36514311566
X	1770000	1775000	NA	NA	NA	1.41054861766
X	1880000	1885000	NA	NA	0.689258967024	1.60339711926
X	2010000	2015000	NA	0.63555986005	1.21763010921	1.32790708175
X	2140000	2145000	NA	0.663994812966	1.21012956288	1.16719733933
X	2265000	2270000	NA	0.55673556444	1.0191981049	1.50082372466
X	2340000	2345000	NA	0.55673556444	0.549654168824	0.829016043873
X	2440000	2445000	NA	NA	0.666167303061	1.45814891945
X	2625000	2630000	NA	0.899490283903	1.01381312774	2.05065390021
X	2730000	2735000	NA	NA	NA	1.22718783864
X	2755000	2760000	NA	0.669200257604	NA	NA
X	2945000	2950000	NA	0.656142331747	0.96363649544	1.80724522656
X	3132500	3137500	NA	NA	0.981695771291	1.3448178639
X	3340000	3345000	NA	0.592492363391	1.02205902669	1.33627874421
X	3467500	3472500	NA	NA	0.898510483608	1.73039109624
X	3690000	3695000	NA	NA	0.656271821885	0.707975196536
X	3855000	3860000	0.670935616859	1.5195678376	2.04757584458	1.78478466777
X	3952500	3957500	NA	NA	0.768187833206	1.11228724895
X	4105000	4110000	0.93372114788	1.11219008824	1.57194688496	2.16142896204
X	4205000	4210000	NA	0.615465819663	0.977996935964	1.10819373179
X	4360000	4365000	NA	0.585760955559	0.838281254435	1.07031454111
X	4530000	4535000	NA	0.899684115197	1.47729771944	2.64126375441
X	4685000	4690000	NA	0.75969640203	1.10069008206	1.61458392447
X	4910000	4915000	NA	NA	0.710833289418	1.80352504652
X	5075000	5080000	NA	0.508129357027	0.89010598155	1.59649550235
X	5140000	5145000	0.545242278873	NA	NA	NA
X	5220000	5225000	NA	NA	0.623548100597	NA
X	5307500	5312500	0.570663001247	0.671612820041	1.06620303613	1.41626550635
X	5427500	5432500	NA	NA	0.723970898287	0.672151623896
X	5515000	5520000	NA	0.972369510458	2.02047816585	2.90601841274
X	5615000	5620000	0.56605976124	0.841947512809	1.60591208777	2.31443627525
X	5670000	5675000	NA	0.746212850302	0.93681615269	1.53919675713
X	5750000	5755000	0.73724488412	1.15193358645	1.7712422763	2.18780296672
X	5880000	5885000	NA	1.04121156501	1.59354985518	2.06791367529
X	6045000	6050000	NA	NA	NA	0.945071795501
X	6105000	6110000	NA	0.923544827882	1.35662884448	1.28987747316
X	6220000	6225000	NA	NA	NA	1.03644282219
X	6277500	6282500	NA	NA	0.765476355537	1.22772467085
X	6355000	6360000	0.654241315609	0.930550130433	1.39022803007	1.95954773412
X	6520000	6525000	0.619254310908	0.96536770576	1.15130633266	1.55980475115
X	6590000	6595000	NA	NA	NA	0.900012749952
X	6670000	6675000	NA	0.593520446608	0.886825464903	1.63094229354
X	6855000	6860000	0.671203610724	1.17765409011	1.64934968331	1.74110500999
X	6980000	6985000	0.832316481512	0.848729271981	0.999663447041	2.08317896179
X	7090000	7095000	NA	0.644973801455	1.15741738789	2.27105751007
X	7155000	7160000	NA	NA	NA	0.737638276135
X	7295000	7300000	NA	0.767369317944	NA	0.575675235967
X	7320000	7325000	0.511191059973	NA	1.01533136269	1.1399455506
X	7515000	7520000	NA	0.556749293878	0.815446328913	0.937688191828
X	7725000	7730000	NA	0.774440795264	1.25183887349	1.67921073476
X	7890000	7895000	NA	0.554420057191	1.07829981667	1.39211067188
X	7960000	7965000	NA	0.696177315968	1.07056115367	1.29497244423
X	8055000	8060000	NA	0.962876554181	2.01178170626	2.12773090796
X	8260000	8265000	0.695202558604	0.900265383337	1.2828277711	1.58555011278
X	8405000	8410000	NA	1.22911446446	2.07443519815	2.49401621882
X	8590000	8595000	NA	NA	0.61862921405	1.45135164345
X	8680000	8685000	NA	0.766639723275	1.18038778699	2.21931344243
X	8892500	8897500	NA	0.871982224406	NA	1.59595597824
X	9035000	9040000	NA	NA	0.546463800774	NA
X	9100000	9105000	NA	NA	NA	0.812286602362
X	9145000	9150000	NA	NA	0.618347644074	1.03250050927
X	9252500	9257500	NA	NA	0.590951012951	0.896230763618
X	9350000	9355000	NA	NA	1.10616043396	1.20540423924
X	9460000	9465000	NA	NA	0.505042032768	NA
X	9545000	9550000	NA	0.562757381376	NA	NA
X	9565000	9570000	NA	NA	0.640785003896	0.923413771081
X	9675000	9680000	0.701795751488	1.31597704668	2.17420536261	2.68827614182
X	9780000	9785000	NA	NA	NA	1.66446816099
X	10075000	10080000	0.831059806583	NA	NA	1.60132257833
X	10195000	10200000	0.932506205165	1.02710852462	1.09612065179	1.22596772839
X	10335000	10340000	NA	NA	NA	0.819028340492
X	10375000	10380000	NA	NA	NA	0.731528725675
X	10465000	10470000	0.813247108233	1.04330753319	1.57626779929	1.40599802187
